"","title","writer","written","rating","comment"
"2123","Amazing Museum","Kimberw85","Jul 2019",5,"i only had time on my recent trip for  museum  in london that felt like such a hard decision  i decided to visit the british museum and was not disappointed  it was amazing  i arrived with only  hours before closing so limited my sightseeing to egyptian middle east …"
"2124","Greek Artifacts Galore","FarAway567593","Jul 2019",5,"my son could have spent all day just looking at the greek artifacts  he loved the greek carvings of the parthenon  i could have spent an equal amount of time in the european sections  you can not do this museum justice in one day  plan your visit to cover several days"
"2125","Wonderful Museum!","willtx","Jul 2019",5,"the british museum has more than you can see in a day including amazing artifacts from greece and egypt and i especially appreciated the early britain exhibit with items from sutton hoo and roman times  plus they have mummies for the kids great art and much more  "
"2126","FOR FREE","oliverkiles","Jul 2019",5,"one of the best museums and for free they have stolen everything from the world but worth the visit to know the history of the world"
"2127","A very good place to visit","1sjoe","Jul 2019",5,"we went on a sunday but it was very busy with lots of tourists  sections arranged by countries and continents  it covers prehistoric times to recent past  so many galleries to see and one can not do it justice in a single day food served in the restaurant is bit more…"
"2128","One of the world's most famous Museum.","Aury De Jesus","Jul 2019",5,"my friends and i went to the british museum last may   visiting this museum is a must experience in london we went early in the morning and no theres no line to enterour goal was to see the collection of egypt because the british museum houses the worlds largest and…"
"2129"," A very good  experience ","davidlamtraveller","Jul 2019",5," we went to this museum  to look at the history for fun  we were desperate to see mummy  because  it was shown on the films we also like the section on greece because  of the story of tory  the section of china was a little bit boring the area on the section of solomon …"
"2130","Ye olde mummies of London","Michael R","Jul 2019",4,"we felt that we had to come to the british museum when in london the map has a very handy key code of items not to miss this really helped us as it is so big we wouldnt have been able to bring the kids to each exhibit there are some really fascinating exhibits here …"
"2131","Plan your trip.","Scott M","Jul 2019",4,"when planning on going to the museum be sure to give yourself enough time there are s upon s of items to look at and there are thousands of people trying to look at them the same time you are in our  hours there we saw a fraction of a fraction of the items ie…"
"2132","Seek out the less popular treasures!","Kathleen K","Jul 2019",4,"its been  years since my last visit which was also in the summer then it was peaceful and supportive of contemplation todays crowds are overwhelming and i was knocked in the head with a backpack  times couldnt view the large well known pieces as there were too many…"
"2133","Great history but...","Lunadore","Jul 2019",5,"no public water fountains inside  was advise to refill at the tap in the loo which was hot water given how green most of the uk is i was genuinely surprised to not have this option"
"2134","Historical Artifacts Galore","4fairreview","Jul 2019",5,"if you like history this museum has amazing artifacts from many civilizations and eras  it’s free  definitely purchase a map and hit the highlights if you are in london  you cannot go through it all in one day  information overload  it is an amazing museum"
"2135","give yourself plenty of time","Sean M","Jul 2019",5,"a fantastic experience and one id do again quite simply too much to see in one trip if you are interested in history its essential i brought my son and expected him to be bored but he loved it too my wife was also staggered by teh scale and ambition of the presentations…"
"2136","Interesting","123cdon","Jul 2019",4,"interesting exhibits at this big busy museum we got there for opening time and the crowds were already there so i think it’s busy all day every day"
"2137","Don't miss the treasures!","edmondite","Jul 2019",5,"this museum is world class and you could spend days here  we spent the afternoon viewing the history of clockswatches and then the greekroman history area  could have a few more benches for tired feet"
"2138","A World History Class in 1 Day!","Concierge","Jul 2019",5,"start your day early as it is easy to become overwhelmed with the  million amazing items in this museum you get an overview of the history of mankinds development from ancient times to just a hundred years ago the nice thing is you can dip in for highlights and see things…"
"2139","Must go","Hansen5","Jul 2019",5,"this is an incredible museum with so much to see  we love reading about each thing  you can spend a long day here  it is worth taking the time"
"2140","Fantastic free experience","Moe C","Jul 2019",5,"we had only  days to explore london so we didnt fully explore this museum but wow  so much to see seeing the rosetta stone was on my bucket list and the egyptian pieces were jaw dropping as well i could have easily used  days here to really see everything and have time…"
"2141","Fascinating","rn508","Jul 2019",5,"a london favorite lots of things to see and learn about greek and egyptian rooms are always crowded but the uk and european history rooms are also fascinating "
"2142","Munch exhibition (temp exhib until 21 July 2019)","PajaritoLondon","Jul 2019",5,"there is no doubt edvard munch is a master printer and experimented with a series of printing techniques and in many senses was ahead of many of his contemporaries in terms of printing techniques like bonnard exhibition in the tate earlier this year his art tends to be…"
"2143","Manga exhibition ","Gem S","Jul 2019",5,"we visited myself younger sister and my mum the museum and spent almost the whole day there the food is very pricey so i would suggest buying your own from somewhere outside rather than eating there the manga exhibition was brilliant and the whole museum itself is just…"
"2144","So much to see","bethanynd","Jul 2019",5,"we didnt have nearly enough time to take in the exhibits at the british museum we visited later in the day just before pm  the rosetta stone parthenon sculptures frieze and mummies were some of the highlights we enjoyed i would have enjoyed doing an audio tour or guided…"
"2145","One of the world's most important art collections","Anand P","Jul 2019",5,"aside from the famous elgin marbles rosetta stone and the greek vases this museum has a worldclass collection of art from countless other cultures and traditions the crowds can be overwhelming at times so consider coming during off peak times it can also be overwhelming…"
"2146","Top 3 Museum in World","jimles7","Jul 2019",5,"loved my free visit to the british museum if ancient civilizations and antiquities interest you then you will be in heaven here greece egypt middle east roman china india etc was well represented rosetta stone mummies statues of all kinds i loved this museum that…"
"2147","Different cultures","Teddy","Jul 2019",5,"great variety and impressing sculptures etc must have enough time to see everything and be able to read and enjoy"
"2148","Classical Greek Sculptures","Lori K","Jul 2019",5,"this museum is worth a visit just for the elgin marbles there is a lot to see here so grab a map and plan your visit we spent most of our time visiting the ancient greece and rome and european galleries check out both the free and special exhibitions"
"2149","The British Museum never disappoints!","Kim K","Jul 2019",5,"we werent sure if we would visit the museum this time around but our yo granddaughter spied an advertisement in the tube station for a manga exhibition and thought that sounded awesome  so off we went we couldnt believe we ended up spending over four hours at the museum…"
"2150","Very quick visit on a busy summer day","FrogSqueezer","Jul 2019",4,"went here on july  which was a sweltering hot saturday it was very crowded but the queue to get through bag check was faster than i thought it would be at least it was in the shade the museum was packed with people and we sortof rushed through a lot of it just hitting the…"
"2151","Japanese Exhibition Fashion Show also including Cosplay Parade","Sharon H","Jul 2019",5,"lovely place to visit plenty to see we went for the japanese cosplay parade which was well organised and lovely to watch one thing brilliant about the museum is all around they have little folding stools for people to take round with them for a seat and as i have mobility…"
"2152","Spectacular Museum","SenorBlanko","Jul 2019",5,"easily one of the greatest museums in the world  the british museum holds some incredible art and artifacts  even for those who arent museum fans eg my    year old kids this museum will delight  plus like all museums in london its completely free so you dont…"
"2153","Great Museum","411glennr","Jul 2019",5,"this is one of the premier museums in the world  it’s full of all kinds of wonderful pieces of art etc that the empire has collected over the years   it’s a great place to see collections from all over the world"
"2154","Impressive for all ages","Andy Z","Jul 2019",5,"went there on friday evening which meant it was not that busy very impressive for our young kids didn’t spend a lot of time there but just seeing the mummies from ancient egypt made it worth it   strongly recommended"
"2155","Fantastic visit","Nick S","Jul 2019",5,"there are just not enough hours in the day for this attraction there is just so much to see and all the exhibits are just so interesting my wife and i are working our way through the museum over several visits and we just love coming here"
"2156","Sore feet, buzzing brain","J C B","Jul 2019",5,"theres so much to see that it takes a while to get your bearings buy a map and you simply have to pace yourself thank goodness for cafe areas when you can take a break have a drinkcake and rest before seeing something else i was particularly delighted to see the sutton…"
"2157","Awesome ","renee6764","Jul 2019",4,"when visiting a museum it’s good to have sufficient time to spend there  the british museum is awesome   the premises is so huge with various collections every thing is so well maintained and properly organised  the only thing i did not like is that the toilets are located…"
"2158","Another great site.","lmgfitness","Jul 2019",5,"lots and lots to see we were lucky to have a private tour guide and she asked what our interests were before we started we were there over  hours and could have gone back again and again"
"2159","The World’s Heritage in a Museum","Mostafa","Jul 2019",5,"a great place for friends families and history fanatics to spend a good time in london the museum is huge and spans a wide range of monuments and statues you’d need two to three hours  at least  to roam through the entire place you can also buy your souvenirs and gifts…"
"2160","Awesome day out for all the family","Odyssey0768","Jul 2019",4,"i love history and was fascinated to learn more about ancient civilizations such as the sumerians  we werent able to see a close up of the rosetta stone as the museum was very busy my son loved the mummies of ancient egypt and they looked pretty scary but amazed at how well…"
"2161","Excellent - needed more time; try to avoid crowds by going earlier","Marbles20","Jul 2019",5,"we went during the heat wave it was hot and crowdedbut totally worth the trip  i wish we would have had more time  this is honestly a  hour visit and we only had   hours  it held my kids attention and has wonderful exhibits from around the world complete…"
"2162","The one museum to see in London","Bruce Gaudreau","Jul 2019",5,"if you have to visit a museum in london this is the one it has everything you can imagine and its free please contribute a voluntary donation as it is worth it"
"2163","Lots to see, but lots of people as well!","meganlmnop","Jul 2019",4,"there is a lot of history definitely go see it during an offpeak time during the week when there will be less people there and you can enjoy the exhibits fully"
"2164","One of the best free museums in London","Isa U","Jul 2019",4,"very well organized musuem the rooms are organized by date which makes it very easy to navigate the post card exhibit was especially great and free of charge musem also has nice cafes and extensive shop with anything you may be looking for"
"2165","Fascinating collection","Family EB","Jul 2019",5,"our family spent  hours just looking at the ancient civilizations roomswe could have easily spent the entire day here  arrive early at opening time to avoid a wait to get in"
"2166","""British'' Museum","Alex Lionis","Jul 2019",4,"amazing museum but the only british in there was some coins the security control at the entrance was poor"
"2167","First trip to London","Margaret B","Jul 2019",5,"i was traveling with my elderly sister we were able to reserve a wheelchair for her and it was waiting for us when we entered while the museum was full of children from various schools there was so much to see  it was a grand day when i return one day i will rent the audio…"
"2168","British museum","Jerry F","Jul 2019",5,"awesome building with lots of very interesting displays really liked the currency room with all kinds of currency from around the world and historic times"
"2169","Great place","biggie76Toronto","Jul 2019",5,"this was an awesome museum to see however it was unbearably hot inside there is no air conditioning so prepare to be melting as you walk through the museum great place to take kids and the price can’t be beat  free"
"2170","World Class - and of Major Importance","ElilouNYC","Jul 2019",5,"how can you visit london and not see the elgin marbles while they are still there and thank you to england for preserving them so long and so well and the many other wonders of this museum it wont be possible to see it all but even a few rooms can change what you know and…"
"2171","Wow, what an amazing place to visit","Mary B","Jul 2019",5,"it might be easy to get lost in this huge museum featuring unbelievable antiquities so make sure you grab a map when you enter  the rosetta stone was fantastic  a security officer  gave us the important tip to arrive early and head directly to the mummy exhibit  it is usually…"
"2172","Great Museum... but","Serenity","Jul 2019",4,"the museum was great but do not waste your time at the great court restaurant we went for the afternoon tea cream and sugar which we ordered along with  pieces of cake when the waitress forgot about us she ended up bringing us the wrong order then she argued with us…"
"2173","Fabulous!","Heidi K","Jul 2019",5,"of you love ancient egyptian artifacts this is the best place togo it has several more than the louvre in paris"
"2174","Very engaging ","WImom","Jul 2019",5,"open  arrived here at  am on a saturday there was about a  minute queue before going through security free museum but suggested donation spent about two hours here seeing the egypt exhibits and the parthenon galleries could spend all day here but these are…"
"2175","See things you can see nowhere else!","Audrey Q","Jul 2019",5,"do some history reading understand why the british museum has this amazing collection and then go pick up a blackwhite donation only or color  pounds guide and plan to walk worth it spend hours "
"2176","Excellent Egyptian exhibits","RenaissanceMan","Jul 2019",4,"nice collection of items that britain has collected from around the world there is a rosetta stone replica that is handson and the original there for viewing was  crowded but navigable wish we had more time to explore it"
"2177","Lots and lots of exhibits","MPF333","Jul 2019",4,"a wonderful building housing some of the worlds most interesting exhibits  there is such to see that you really need to view over several visits in order to really take it all in  "
"2178","Free entrance - amazing","Akroken","Jul 2019",3,"im not very found of visiting museums but my family is so living in paris its nice to discover a museum like this  for free"
"2179","Amazing collection!","@anne_e","Jul 2019",5,"we wish we’d had more time at the british museum—one of the few free activities in london we did pay for the manga exhibit which was well worth it"
"2180","GOOD","Candy Showe","Jul 2019",5,"“the hotel has a very modern decor and beds very comfy location is city centre i like how you didnt have to pay extra for preferring a twin beds as some hotels charge more i asked for extra pillows and a room that face the back so was nice and quiet didnt get a chance to…"
"2181","FREE & MUST SEE even if controversial","Diseree D","Jul 2019",5,"first it’s free second this is the greatest vault of stolen controversial right historical artifacts in the world third the rosetta stone  stolen or not one thing is for sure  that the british museum is absolutely preserving and taking care of everything they have …"
"2182","Crazy busy ","Bela B","Jul 2019",5,"crowded and extremely warm is all i can say still worth the visit but be prepared with water light clothing you’ve been warned"
"2183","Excellent","Stefanie H","Jul 2019",5,"it is hard to believe that this museum is free they ask for a donation for a map but you can pull it up online if you need one and dont want to pay the major attractions are the rosetta stone and the elgin marbles but the entire museum is amazing the displays themselves…"
"2184","Excellent collection of anthropology and antiquities","artyalex","Jul 2019",5,"went with  a tour group i had a guide if youre interested in anthropology ancient civilizations and antiquities this museum would be for you i wish i had more time the only drawback i have to say about this museum is that it was very crowdedthis is a free museum it has a…"
"2185","Pick and choose the bits you want to see - avoid busy times!","welshbird34","Jul 2019",5,"i visited here alone  not far from the hotel i was staying in security was swift  unless you had bags of course you can buy substantial guides if you plan to stay a while or pick up paper ones as you go into the main area there is a quicker route to follow if you are short…"
"2186","Fabulous Munch exhibition","kittycritter","Jul 2019",5,"attended this exhibition after a long absence from the bm and love what theyve done to it since i last went there were long queues for the bag security but as i had booked a ticket to the exhibition online i could whizz past these via the vip queue and straight into the main…"
"2187","Tremendous Musuem","Gregory J","Jul 2019",5,"there is more history per square inch in this museum than any place in the world the egyptian and african exhibits were superb"
"2188","I like it free admission","sillybabyfish","Jul 2019",5,"it’s free but definitely worth to visit  i also enjoy having afternoon tea at the cafeteria  the british are very good at displaying their exhibits  just the similar piece of rock they might look very different in other museum"
"2189","Excellent","Waldo E","Jul 2019",4,"excellent museum if youre in for history and knowledge great collections and staff very friendly highly recommmended"
"2190","Very interesting place to visit.","druberu","Jul 2019",5,"we learned so much about the asian history and the egyptian mommy’s and what the british took  from the world colonies while they were ruling their countriessad but amazing"
"2191","Must visit! ","Abdulla A","Jul 2019",5,"amazing place to visit alot of things to see and explore you cant miss it once you’re in london its a free entry  "
"2192","This Place Kills, in A Good Way","david n","Jul 2019",5,"oh my god this place is just too much  we figured that a day for the museum would be good  it was a poor assumption as there is so much to see  in particular we were almost overwhelmed by the exhibits in the egypt middle east and greece areas  you go from the central…"
"2193","british museum is one of the Nice places to visit in London","Krish V","Jul 2019",5,"we visited this place with family really nice  there are so many exhibits we spent most of the day here"
"2194","The Edvard Munch exhibition","emma C","Jul 2019",5,"brilliant exhibition very big fan  great original works of art and very informative did get abit crowded towards the end also the exhibition shop was abit expensive but didnt stop me from buying afew things    "
"2195","Amazing exhibits, but very crowded","gingerb714","Jul 2019",4,"the rosetta stone mummies displays celebrating world culturesthis museum really is amazing  the only downside was the absolutely packed crowds that made navigating the rooms a bit difficult  hit the lower levels early if the tour buses and school groups havent arrived…"
"2196","Excellent","D S","Jul 2019",5,"free entry and nowhere better to spend a couple of hours  you cant see it all in one go  early morning entry is best"
"2197","Guards with bag search to enter but fast no long wait","SiriCrimeBusinessMgz","Jul 2019",3,"i had a coffee  saw the lower parts of british museum where the design style you can call nordic style with white and lights and views for large areas so no crowded feels even with many visitors egypt past times is a you many know one of the interesting subjects on display…"
"2198","No reason not to visit","Sandra","Jul 2019",5,"this is a wonderful large museum with lots of things to see even though a donation is optional it is free there are a lot of different exhibits and you could easily spend an entire day here"
"2199","Must see Museum.","Colette O","Jul 2019",5,"fascinating place  lots of exhibits to see  just concentrate on a couple at a time  definitely worth a return visit"
"2200","definitely worth it","lauraaO3922QA","Jul 2019",5,"this is a huge place so you need to go more than once and it is definitely worth several visits lots to see with plenty of choice to suit any taste"
"2201","Amazing and interesting","Jan A","Jul 2019",5,"visited this on a birthday treat trip to london and could have spent all day here as there is so much to see and take in also a great gift store and cafe this is a must for school and college parties i found the egyptian section particularly fascinating"
"2202","Informative","amit b","Jul 2019",4,"great experience with family it was fun filled and very informative it took us a whole day to see everything"
"2203","Wonderful","georgina h","Jul 2019",5,"so interesting so much to see we went back  times just so we could really spend time with the exhibits wonderful"
"2204","Excellent - so much to see","Swemfa","Jul 2019",5,"excellent   a great diversity of exhibitions everything from ancient artifacts to more modern art could easily spend over  days in there"
"2205","Spend a day","Chris S","Jul 2019",4,"great place cant believe the amount of artefacts that are on display here you need to spend the whole day and even then you will not see everything tip start at the top floor and work down not so many people there when it first opens"
"2206","So much to look at","Stephieriin","Jul 2019",4,"if you are spending a lot of time in london this is worth a visit as there is so much to look and it is a interesting building if you’re only in london for a few days it wouldn’t be at the top of the list "
"2207","Edvard munch","retiredbadger2016","Jul 2019",5,"a fantastic exhibition  wonderful prints  woodcuts and some paintings the british museum is a stunning building too  busy in general and munch exhibition is busy but i managed to steer my wheelchair around with problems  go and see it  loved it"
"2208","amazing museum","Ashraful Amin Robin","Jul 2019",4,"its a great experience to visit this historical place its a very big place u need to spend at least  full day"
"2209","So very interesting...","Allan Lewis R","Jul 2019",4,"my wife and i spent many enjoyable hours in this great museum the staff are helpful and its designed for ease of viewing and taking in the wonderful exhibits well worth a visit when in the great city of londonuf allow yourself a few hours to see most of itenjoyufd "
"2210","HUGE","Stacey Ellery","Jul 2019",5,"there is so much amazing stuff for art and history lovers here my one day visit just wasnt enough i did see the mummies and they were super interesting need to go back with more time"
"2211","Edvard Munch exhibition","Barbara C","Jul 2019",5,"gives a great understanding of the life and work of edvard munch allow about one and a half hours to see this get a slot when its not too busy a must see the pictures are mainly on loan from the munch museum in oslo very well thought out information about each item well…"
"2212","Take a tour into your history","zevonae","Jul 2019",5,"we did the bible tour here and loved the depth of information given also the fact that you were directed around the museum meant less time wasted in areas of less interest souvenir shops in the great court had a good range of products hardest thing to find  a rubbish bin…"
"2213","amazing museum","yanping Z","Jul 2019",5,"we spent two days in the british museum felt still not enough the only down site is the food it could be better provide more varieties quick food"
"2214","Huge collections","ckocour2014","Jul 2019",5,"plan to spend time here because it will be crowded the egyptian collections are outstandingmore mummies than i have ever seen in one place"
"2215","One of the best museums in the world.","Nefertiti","Jul 2019",5,"fantastic space full of art specially interesting areas are egypt persia and greece  worth coming in"
"2216","Don't Miss When Sightseeing in London!","SW G","Jul 2019",5,"the british museum is one of the finest museums in the worlddont miss it we visited many years ago and went back this year with our daughter  we all enjoyed it immensely there is so much to see from different historic eras and is utterly amazing what has been collected…"
"2217","Depressing temple to imperial looting","Ubergeekian","Jul 2019",3,"too much stolen stuff to be wholly comfortable its like visiting a berlin art gallery in  give the parthenon marbles back you thieves"
"2218","Amazing Museum!","fjmtz","Jul 2019",5,"this was an amazing museum that you could literally spend multiple days in  i had a great time seeing the amazing collections"
"2219","Beautiful","Dominiquecollucci","Jul 2019",5,"a beautiful museum with so much to look at my best recommendation is to go in the off period though the museum got very very crowded and not all of the rooms have fans so it was a little uncomfortable for a summer visit  the rosetta stone is a must see as well as the mummies"
"2220","Awesome collection of historical artifacts","OBSAustinTX","Jul 2019",5,"it all starts at the entrance where you encounter the rosetta stone and extends around the globe and throughout history  a full day wont be enough time but anything less would just be such a miss  oh btw while admission is free i recommend a minimum of a  donation"
"2221","wonderful place","SML19","Jul 2019",5,"i visit the museum and im very exiting because is a very large variety of culture many object in over the world"
"2222","Massive","SamA","Jul 2019",4,"from the outside you wouldnt think it is as large as it really is there are great rooms and large halls full of fantastic historical artifacts little let down by the lack of ancient roman peices most of it is related to the romans occupancy if britain which is fair"
"2223","Special exhibition","Joel K","Jul 2019",4,"the bm is such a vast and varied institution that it needs to be taken in piece by piece this time it was a special exhibition of edward munch the overall experience was very positive explaining the various techniques used by em made it a novelty not a mere presentation of…"
"2224","Wonderful museum!","Dan B","Jul 2019",5,"went to the british museum on our last day in london the displays are excellent and educational there is so much to see more than one visit is necessary"
"2225","The British Museum.","dazcritchley","Jul 2019",5,"an excellent place to visit extremely interesting and easy to get to on the london underground system"
"2226","Arrive early","tipper2011","Jul 2019",4,"unfortunate there has to be so much security to go through  kids will get bored but well worth the visit"
"2227","Japanese gallery visit ","Marty3118","Jul 2019",5,"as always it’s busy but if you take a little detour to the less busy galleries it’s always a treat japanese galleries have been re arranged and show some fantastic pieces samurai armor netsuke and pottery all exceptional and worth the visit "
"2228","It's a must!","FridaSz","Jul 2019",5,"half the world is herethe museum is huge with too many and too many kinds of exhibits i suggest fellow visitors to pick two or three sections that they are intetested in and send some time there"
"2229","Excellent Experience","maryxgoxround","Jul 2019",5,"british museum is alway an exciting place with lots of history this time i went to visit the manga exhibition with my family it was really well managed and well set up there were also few exciting activities to engage the audience into the experience of manga we took our…"
"2230","Day out.","mf2111","Jul 2019",5,"well worth a visit not only is it free but its also a good day out food hall was lovely a little on the expensive side but ok"
"2231","Loved this museum","megancuroe","Jul 2019",5,"there is so much to see here  my teenage boys all loved it  its free so you can go for just short time and still see a lot "
"2232","Free, you don't need a ticket but there are lines for security sometimes","ReviewsItaly","Jul 2019",4,"beware it seems you may wait in line for long time to go thru security at  sunday morning it was fast but we noticed many movable fences set to drive people along queuing therefore long lines are expected  free entrance exhibitions tickets are instead very very…"
"2233","Plan your visit","cousin0avi","Jul 2019",5,"too much to see in one day therefore check out their website and find the bits that will interest you one of the best free museums in the world"
"2234","Almost too much awesome!","JGG","Jul 2019",5,"we actually went back on our free day because there was so much left to see  the parthenon marbles are so amazing  rosetta stone  wow  assyrian wall carvings astounding"
"2235","Wonderful Museum","FrequentFlier578881","Jul 2019",5,"wonderful museum free to enter  very popular and busy with people of all ages  plenty to see  food and drinks available"
"2236","Always great","nhr72","Jul 2019",5,"i love this place and i love that the exhibitions change it is always a good place to spend a lot of time or just a little time always enjoy the egyptian room yes there are crowds but you can escape them "
"2237","Great museum","A S","Jul 2019",5,"great displays we particularly enjoyed a special exhibition of rembrandts sketches thinking on paper and one on islamic art through geographies and centuries the iconic reading room however remains closed  which is a disappointment"
"2238","excellent","paulo d","Jul 2019",5,"we need to come back as this museum is amazing we did not have enought time we need to spend all day in this fantatic museum"
"2239","Great museum!","ArleneB435","Jul 2019",5,"my friend and i spent a couple of hours wandering through the british museum ive been there several times before but theres always new exhibits i especially enjoy the shopping as they have unique gifts which always please my grandson"
"2240","Rosetta stone","Anindya","Jul 2019",5,"i took the introductory tour our guide was wonderful and the british museum needs no further certification from me it is awesome indeed and i got to see an authentic replica of the rosetta stone  something that i have dreamed of doing since school this trilingual stone…"
"2241","Do not miss the genius","Antonia R","Jul 2019",5,"visited the exhibition on leonardo da vinci interesting to see his handwriting and designs geniuses also those  who have deciphered his writing"
"2242","great","Travel_Turtle3","Jul 2019",5,"there is always something new to see when you visit this museum and as its free everyone can benfit from the experience of visiting the collections"
"2243","A must see","Rory T","Jul 2019",5,"i hadnt been for years and had forgotten how truly amazing and awe inspiring this place is you can easily pass an entire day here wondering from room to room should be at the top of your list if youre visiting london"
"2244","Fine collection of ""stolen"" relics","Brett V","Jul 2019",4,"this museum is free to the public and is stocked full of artifacts from all over the globe especially the territories conquered by the british empire  these stem from all corners of the globe so there is literally something for everyone in this museum and you could spend days…"
"2245","Manga and Munch both a little disappointing ","Nigel G","Jul 2019",4,"visited the british museum essentially to see the manga and munch museum charges apply if you are not a member   a imposing building holding so many treasures such a diverse collection  you can be well entertained for days here   i thought when i would be visiting the munch…"
"2246","PLAN PLAN PLAN... but awesome!","Tim K","Jul 2019",5,"the place is vast and has so much on offer  we didnt plan and just turned up and feel we wasted too much time deciding on what to go and view in the end we found what we wanted and had a great afternoon well definitely be back again in the future "
"2247","Go there with fresh feet..... it’s huge.","Dahl Drew","Jul 2019",4,"simply awesome but so big you will need hours and hours  the problem is you will lose interest after a few hours and the kids will start wining after mins and won’t get to see everything  do it over a few days and you will enjoy it more"
"2248","Manga exhibition","Dee W","Jul 2019",4,"wonderful display of the famous manga japanese carton characters must see for the lovers of playful art drawings great for children and adults"
"2249","Son wanted to see the Manga xhibition.","Chiahou Z","Jul 2019",4,"we enjoyed the visit following a hearty lunch at royal china club baker street although the afternoon was hot it was nice and cool inside the museum"
"2250","Not to be missed","Kevin V","Jun 2019",5,"we took a semi private tour of the egyptian exhibit which started prior to the museum opening to general public if you can sign up for this experience we later toured several other rooms my favorite was the mayan stella exhibit the roman classical art was tremendous "
"2251","Oh the Places You'll Go!","Hobbesin","Jun 2019",5,"my preteen has been reading the rick riodan books for a couple of years now this was a must visit on the birthday trip  we spent an extensive amount of time in the egyptian roman and greek section including some time discussing the rosetta stone and what it meant to our…"
"2252","Have a plan for your visit","OskiMoski1","Jun 2019",3,"amazing collections free entry although a donation is recommended you can’t see it all in one day or a few days it’s just a lot the museum has a list of recommendations for a hr or hr visit however it includes items that may not be of particular interest to you find…"
"2253","YOU COULD SPEND DAYS","TravelPo11","Jun 2019",5,"the british museum is just incredible  you could spend days exploring it  i first went in to see the rosetta stone but i found so many things to visit  room after room of artifacts from the americas asia greece and rome europe and the middle east  you name it  and all…"
"2254","Amazing and overwhelming","CDN_Wanderer","Jun 2019",4,"there is so much to see in this museum mummies the rosetta stone ancient asian art and ceramics african sculptures to name just a few its fascinating but also exhausting as you experience so many types of histories and trying to take in all of the different types of…"
"2255","A fascinating outing","JohnM312659","Jun 2019",5,"we made a relatively quick tour of this museum access on public transport was easy and entrance was free the museum was fairly busy but it was easy to see all exhibits the size of some exhibits is as amazing as the age of others my children were particularly interested in…"
"2256","Worth seeing if you have time","Cindy L","Jun 2019",5,"beautiful building and lots to see we only saw the egyptian and greek exhibits as that is what interested us the most we we’re traveling with  year olds there is no charge could easily spend a day and probably not see everything"
"2257","Many of the world's treasures, right before you!","Ellen S","Jun 2019",5,"an absolute must see prepare for your visit otherwise youll just wander unless you have a good background in world history you might get overwhelmed so prepare be reading up on world history or enrich your visit by studying history of a the world in one thousand objects…"
"2258","Very big!","Deb S","Jun 2019",4,"we did not give ourselves enough time but did find the most known artifacts it is overwhelming i would do the audio tour next time to make it more manageable "
"2259","Amazing collection from ancient Egypt, Greece and Rome  ","Clayton","Jun 2019",5,"for everyone this museum is a must with so many incredible artefacts and collections from the ancient world including ancient assyrian reliefs from hundreds of years bc to ancient egyptian carvings and so many stone and marble carvings from the ancient romans and ancient…"
"2260","A bit crowded and ""warm"" on a very hot day but still great","Alan P","Jun 2019",5,"visited on what appears to have been londons hottest day so far this year but despite the crowdsthis is still an amazing place to visitour group was focused on bible history and the exhibits relating to characters written about in the bible was really enlightening"
"2261","difficult routing","Twan V","Jun 2019",3,"most impressive was the building itselfquick entree also the routing in the museum is intransigent and the workers sometimes dont know either where to find items looking for michelangelo his work seemed to be in the depot although it was mentioned everywhere a bit…"
"2262","Brilliant - world class","David S","Jun 2019",5,"one of the best museums in the world and free   it has collections from most of the world’s great civilizations and some of the best artifacts and statutes imaginable"
"2263","Always worth a visit ","Tony C","Jun 2019",5,"there are the ever standing exhibits and specials you can even get a stack look out for the saxon room not many museums do the establishment of england justice "
"2264","Great Art Stolen from Other Civilizations","Thomas Bear","Jun 2019",5,"great treasures that belong to england former territories colonies and dominions treasures from irak irán egypt greece italy and so on it’s a must see"
"2265","Talk on Munch","Michael T","Jun 2019",5,"the british museum gave an excellent talk about the edvard munch the late norwegian artist exhibition there what pleased me so much was that the talk was livesubtitled by stagetext which meant i could follow every word for am deaf  this is a good example of accessibility"
"2266","A must see museum!","TheDybbuk","Jun 2019",5,"this museum is wonderful but very crowded with tourists and tours  make sure you decide what to see before you go  we like the elgin marbles not too crowded the crowds around the mummies are worse than the tube during rush hour  we really enjoy rooms   and a  they are…"
"2267","Go early","kasialouise","Jun 2019",5,"the lines to get in have not been bad both front and rear entrances have been easy at opening times lines are for security evidently the outside doors open at  am and the galleries at  early is a good idea if you want to go immediately to the popular exhibits the mummies…"
"2268","Wonderful for families","Tasmin A","Jun 2019",5,"amazing culture and artifacts to see have a cafe to eat and spend time and look everywhere also has a very cool shop to buy little things for memories  go in a hot day ice van always near there and a starbucks to cooool you down "
"2269","Human history museum ","Sairam Narayan","Jun 2019",4,"the british museum in london  is dedicated to human history art and culture  its permanent collection of some eight million works is among the largest  always crowded "
"2270","Superb collection, but too crowded","Allesistschon","Jun 2019",4,"you have to admire the free admission policy of the british museum but it makes the place a bit of a madhouse on a beautiful summer day too bad because the collections especially the ancient egyptian and greek holdings are spectacular  on a less crowded day this is a…"
"2271","Day out in london","jesus","Jun 2019",5,"great little free adventure would recommend if your in the area have some interesting exhibitions"
"2272","A beautiful museum","rb00k","Jun 2019",4,"the museum is very complete there are many people around key works such as the parthenon frieze collections like the assyrian one are less popular but still very interesting and rich some works are poorly developed but the permanent collection is free "
